t,x,F,falla,severidad
0.0,-1.0777646915944625e-05,0.004967141530112327,desbalanceo,0.5
0.001,-2.3041351890405735e-06,-0.00012600704841447255,desbalanceo,0.5
0.002,-1.2641503363221018e-05,0.00899015071878055,desbalanceo,0.5
0.003,-4.898943383613121e-06,0.019000180098738568,desbalanceo,0.5
0.004,-3.018619859470026e-05,0.002684944218049007,desbalanceo,0.5
0.005,3.4797140134814965e-06,0.003941678471636963,desbalanceo,0.5
0.006,1.315990812871912e-07,0.023331713328957143,desbalanceo,0.5
0.007,-1.2879697268418352e-05,0.016470430067013965,desbalanceo,0.5
0.008,1.0757133890147752e-05,0.0053577903988274046,desbalanceo,0.5
0.009000000000000001,1.5281258565138662e-05,0.016734533470417003,desbalanceo,0.5
0.01,-2.5253636917973966e-05,0.007931095589504958,desbalanceo,0.5
0.011,-1.1663370480425741e-05,0.009164248585150555,desbalanceo,0.5
0.012,-1.1653301515565933e-05,0.01749736997385461,desbalanceo,0.5
0.013000000000000001,-1.4253662002564677e-05,-0.0027989331024012506,desbalanceo,0.5
0.014,1.4122711179272793e-05,0.00034072746880195806,desbalanceo,0.5
0.015,-2.0811649565248043e-06,0.013222974730841747,desbalanceo,0.5
0.016,-3.0723956928073855e-06,0.009973384245289936,desbalanceo,0.5
0.017,-3.068828278373913e-05,0.024499908813293014,desbalanceo,0.5
0.018000000000000002,1.1606686788488764e-05,0.013532822802228195,desbalanceo,0.5
0.019,-1.8134830384073998e-05,0.009745536064513132,desbalanceo,0.5
0.02,2.7978803515848495e-06,0.039780445157676696,desbalanceo,0.5
0.021,6.4871086826726476e-06,0.024121447145166387,desbalanceo,0.5
0.022,2.4028506323034444e-05,0.02830960659127624,desbalanceo,0.5
0.023,-1.830676858472041e-05,0.014641812212305223,desbalanceo,0.5
0.024,-4.5319159181097805e-05,0.02470028491890535,desbalanceo,0.5
0.025,6.128323930050659e-06,0.0325079981358097,desbalanceo,0.5
0.026000000000000002,3.2276634728244195e-05,0.021143331950255608,desbalanceo,0.5
0.027,2.367867331719251e-05,0.037664572232559784,desbalanceo,0.5
0.028,7.642406140147118e-06,0.029155351742355878,desbalanceo,0.5
0.029,-3.1265605850525198e-06,0.03349876343419497,desbalanceo,0.5
0.03,1.8060194105870852e-05,0.031652406230304506,desbalanceo,0.5
0.031,-9.876241904883569e-06,0.05744582818125747,desbalanceo,0.5
0.032,1.3797240996428178e-05,0.04004144407018768,desbalanceo,0.5
0.033,1.4836197542178577e-05,0.030852466443535495,desbalanceo,0.5
0.034,2.4298585680559928e-05,0.05090796714170111,desbalanceo,0.5
0.035,5.207170320141174e-05,0.03172680012016944,desbalanceo,0.5
0.036000000000000004,1.4967628434430309e-05,0.047276360922082074,desbalanceo,0.5
0.037,1.2991998682436466e-06,0.026843275281415353,desbalanceo,0.5
0.038,9.768653291779748e-06,0.0344101242203315,desbalanceo,0.5
0.039,-1.7282092330727104e-05,0.05091235534480561,desbalanceo,0.5
0.04,6.868647291644451e-07,0.05757991059925643,desbalanceo,0.5
0.041,6.1120521235411155e-06,0.053160166411445,desbalanceo,0.5
0.042,5.19923620426097e-06,0.05154097001564889,desbalanceo,0.5
0.043000000000000003,1.696430332754236e-05,0.050937109018128264,desbalanceo,0.5
0.044,2.417645990409025e-06,0.040413336556224325,desbalanceo,0.5
0.045,3.449387011786788e-05,0.04925023567227366,desbalanceo,0.5
0.046,1.7695505273075227e-05,0.05309211561467025,desbalanceo,0.5
0.047,1.8682425887090444e-05,0.06951924888978425,desbalanceo,0.5
0.048,1.4789393955352251e-05,0.06363342402776453,desbalanceo,0.5
0.049,2.375386979218813e-05,0.04381573875234768,desbalanceo,0.5
