t,x,F,falla,severidad
0.0000000000,0.0000339089,-0.0066230541,desbalanceo,0.4000000000
0.0005000000,0.0000049344,0.0145313283,desbalanceo,0.4000000000
0.0010000000,-0.0000123493,-0.0048946796,desbalanceo,0.4000000000
0.0015000000,-0.0000268972,0.0025574328,desbalanceo,0.4000000000
0.0020000000,0.0000337734,0.0028147212,desbalanceo,0.4000000000
0.0025000000,0.0000170463,-0.0257249946,desbalanceo,0.4000000000
0.0030000000,-0.0000142495,0.0082065490,desbalanceo,0.4000000000
0.0035000000,0.0000370921,0.0085765331,desbalanceo,0.4000000000
0.0040000000,0.0000096914,0.0059957963,desbalanceo,0.4000000000
0.0045000000,0.0000338785,0.0038078285,desbalanceo,0.4000000000
0.0050000000,-0.0000008010,0.0196003430,desbalanceo,0.4000000000
0.0055000000,0.0000092099,-0.0140438096,desbalanceo,0.4000000000
0.0060000000,0.0000155868,0.0211500569,desbalanceo,0.4000000000
0.0065000000,-0.0000116244,0.0062710256,desbalanceo,0.4000000000
0.0070000000,-0.0000123752,-0.0005430464,desbalanceo,0.4000000000
0.0075000000,-0.0000065055,0.0226540430,desbalanceo,0.4000000000
0.0080000000,0.0000023512,0.0192949515,desbalanceo,0.4000000000
0.0085000000,-0.0000173261,0.0164077457,desbalanceo,0.4000000000
0.0090000000,-0.0000377359,-0.0025867699,desbalanceo,0.4000000000
0.0095000000,-0.0000202500,0.0122855169,desbalanceo,0.4000000000
0.0100000000,-0.0000259460,0.0229552339,desbalanceo,0.4000000000
0.0105000000,-0.0000129303,0.0170878572,desbalanceo,0.4000000000
0.0110000000,-0.0000362984,-0.0031188482,desbalanceo,0.4000000000
0.0115000000,-0.0000262687,0.0113304761,desbalanceo,0.4000000000
0.0120000000,0.0000079899,0.0098677181,desbalanceo,0.4000000000
0.0125000000,0.0000214568,0.0191902635,desbalanceo,0.4000000000
0.0130000000,0.0000131493,0.0074538838,desbalanceo,0.4000000000
0.0135000000,-0.0000249976,0.0197320736,desbalanceo,0.4000000000
0.0140000000,0.0000104896,0.0051113162,desbalanceo,0.4000000000
0.0145000000,0.0000851110,0.0096238080,desbalanceo,0.4000000000
0.0150000000,0.0000407992,0.0230587785,desbalanceo,0.4000000000
0.0155000000,0.0000055808,0.0078905466,desbalanceo,0.4000000000
0.0160000000,0.0000261438,0.0330759529,desbalanceo,0.4000000000
