t,x,F,falla,severidad
0.0000000000,-0.0000005077,0.0068919298,desgaste_rodamiento,0.4000000000
0.0005000000,-0.0000004488,0.1002296556,desgaste_rodamiento,0.4000000000
0.0010000000,0.0000000920,0.1996389436,desgaste_rodamiento,0.4000000000
0.0015000000,0.0000000252,0.2983309394,desgaste_rodamiento,0.4000000000
0.0020000000,-0.0000000546,0.3844351247,desgaste_rodamiento,0.4000000000
0.0025000000,0.0000001672,0.4182761937,desgaste_rodamiento,0.4000000000
0.0030000000,0.0000006214,0.4587268466,desgaste_rodamiento,0.4000000000
0.0035000000,0.0000010237,0.4552558150,desgaste_rodamiento,0.4000000000
0.0040000000,0.0000012266,0.4199882547,desgaste_rodamiento,0.4000000000
0.0045000000,0.0000021346,0.4045652721,desgaste_rodamiento,0.4000000000
0.0050000000,0.0000032752,0.3400208467,desgaste_rodamiento,0.4000000000
0.0055000000,0.0000037367,0.3185561472,desgaste_rodamiento,0.4000000000
0.0060000000,0.0000046041,0.2465054421,desgaste_rodamiento,0.4000000000
0.0065000000,0.0000047019,0.2046107521,desgaste_rodamiento,0.4000000000
0.0070000000,0.0000059244,0.1312536091,desgaste_rodamiento,0.4000000000
0.0075000000,0.0000085181,0.1002065908,desgaste_rodamiento,0.4000000000
0.0080000000,0.0000089925,0.0617521507,desgaste_rodamiento,0.4000000000
0.0085000000,0.0000097896,0.0252728636,desgaste_rodamiento,0.4000000000
0.0090000000,0.0000107868,-0.0018467903,desgaste_rodamiento,0.4000000000
0.0095000000,0.0000123001,-0.0187984271,desgaste_rodamiento,0.4000000000
0.0100000000,0.0000135107,-0.0545484858,desgaste_rodamiento,0.4000000000
0.0105000000,0.0000142842,-0.1117461571,desgaste_rodamiento,0.4000000000
0.0110000000,0.0000156599,-0.1547160040,desgaste_rodamiento,0.4000000000
0.0115000000,0.0000166411,-0.1843112219,desgaste_rodamiento,0.4000000000
0.0120000000,0.0000178272,-0.2256914853,desgaste_rodamiento,0.4000000000
0.0125000000,0.0000191444,-0.2875984751,desgaste_rodamiento,0.4000000000
0.0130000000,0.0000199498,-0.3351166501,desgaste_rodamiento,0.4000000000
0.0135000000,0.0000201245,-0.3725019667,desgaste_rodamiento,0.4000000000
0.0140000000,0.0000212653,-0.4367807003,desgaste_rodamiento,0.4000000000
0.0145000000,0.0000217425,-0.4485893390,desgaste_rodamiento,0.4000000000
0.0150000000,0.0000222091,-0.4527804603,desgaste_rodamiento,0.4000000000
0.0155000000,0.0000225428,-0.4165324707,desgaste_rodamiento,0.4000000000
0.0160000000,0.0000225159,-0.3962266791,desgaste_rodamiento,0.4000000000
0.0165000000,0.0000233111,-0.3416507640,desgaste_rodamiento,0.4000000000
0.0170000000,0.0000226706,-0.2384886353,desgaste_rodamiento,0.4000000000
0.0175000000,0.0000234632,-0.1413869002,desgaste_rodamiento,0.4000000000
0.0180000000,0.0000230162,-0.0587156808,desgaste_rodamiento,0.4000000000
0.0185000000,0.0000227732,0.0737873343,desgaste_rodamiento,0.4000000000
0.0190000000,0.0000230665,0.1657480607,desgaste_rodamiento,0.4000000000
0.0195000000,0.0000231267,0.2533346002,desgaste_rodamiento,0.4000000000
0.0200000000,0.0000228685,0.3398300362,desgaste_rodamiento,0.4000000000
0.0205000000,0.0000229392,0.4018442908,desgaste_rodamiento,0.4000000000
0.0210000000,0.0000231910,0.4520323981,desgaste_rodamiento,0.4000000000
0.0215000000,0.0000236158,0.4464542004,desgaste_rodamiento,0.4000000000
0.0220000000,0.0000242380,0.4459313376,desgaste_rodamiento,0.4000000000
0.0225000000,0.0000247274,0.4114055284,desgaste_rodamiento,0.4000000000
0.0230000000,0.0000246950,0.3877410102,desgaste_rodamiento,0.4000000000
0.0235000000,0.0000256569,0.3455205644,desgaste_rodamiento,0.4000000000
0.0240000000,0.0000263098,0.2706239088,desgaste_rodamiento,0.4000000000
0.0245000000,0.0000277309,0.1813730501,desgaste_rodamiento,0.4000000000
0.0250000000,0.0000279375,0.1643099220,desgaste_rodamiento,0.4000000000
0.0255000000,0.0000297001,0.1105687391,desgaste_rodamiento,0.4000000000
0.0260000000,0.0000303049,0.0839101745,desgaste_rodamiento,0.4000000000
0.0265000000,0.0000314134,0.0335103107,desgaste_rodamiento,0.4000000000
0.0270000000,0.0000328609,0.0165444432,desgaste_rodamiento,0.4000000000
0.0275000000,0.0000335132,-0.0134466026,desgaste_rodamiento,0.4000000000
0.0280000000,0.0000336879,-0.0486249929,desgaste_rodamiento,0.4000000000
0.0285000000,0.0000354057,-0.0833809223,desgaste_rodamiento,0.4000000000
0.0290000000,0.0000359296,-0.1147378302,desgaste_rodamiento,0.4000000000
0.0295000000,0.0000371203,-0.1824713415,desgaste_rodamiento,0.4000000000
0.0300000000,0.0000382627,-0.2298442770,desgaste_rodamiento,0.4000000000
0.0305000000,0.0000392704,-0.2858814881,desgaste_rodamiento,0.4000000000
0.0310000000,0.0000402798,-0.3179542772,desgaste_rodamiento,0.4000000000
0.0315000000,0.0000404662,-0.3694249985,desgaste_rodamiento,0.4000000000
0.0320000000,0.0000414455,-0.4132435498,desgaste_rodamiento,0.4000000000
0.0325000000,0.0000422570,-0.4444981102,desgaste_rodamiento,0.4000000000
0.0330000000,0.0000427654,-0.4459118839,desgaste_rodamiento,0.4000000000
0.0335000000,0.0000421567,-0.4586029102,desgaste_rodamiento,0.4000000000
0.0340000000,0.0000431850,-0.4081442958,desgaste_rodamiento,0.4000000000
0.0345000000,0.0000432398,-0.3631390889,desgaste_rodamiento,0.4000000000
0.0350000000,0.0000430130,-0.2909382280,desgaste_rodamiento,0.4000000000
0.0355000000,0.0000422622,-0.1829814745,desgaste_rodamiento,0.4000000000
0.0360000000,0.0000431263,-0.0745458656,desgaste_rodamiento,0.4000000000
0.0365000000,0.0000428646,0.0246824172,desgaste_rodamiento,0.4000000000
0.0370000000,0.0000425119,0.1663115207,desgaste_rodamiento,0.4000000000
0.0375000000,0.0000423627,0.2346634447,desgaste_rodamiento,0.4000000000
0.0380000000,0.0000420263,0.3294324517,desgaste_rodamiento,0.4000000000
0.0385000000,0.0000416146,0.4114649605,desgaste_rodamiento,0.4000000000
0.0390000000,0.0000417678,0.4599015554,desgaste_rodamiento,0.4000000000
0.0395000000,0.0000427551,0.4568580733,desgaste_rodamiento,0.4000000000
0.0400000000,0.0000416408,0.4548086530,desgaste_rodamiento,0.4000000000
