t,x,F,falla,severidad
0.0000000000,0.0000007864,0.0061521458,holgura,0.8000000000
0.0005000000,-0.0000005096,-0.0088145764,holgura,0.8000000000
0.0010000000,0.0000008008,0.0013126583,holgura,0.8000000000
0.0015000000,-0.0000010887,-0.0027922205,holgura,0.8000000000
0.0020000000,0.0000026428,-0.0034409045,holgura,0.8000000000
0.0025000000,0.0000013435,0.0033266971,holgura,0.8000000000
0.0030000000,0.0000007391,0.0021828518,holgura,0.8000000000
0.0035000000,-0.0000016239,-0.0074058314,holgura,0.8000000000
0.0040000000,-0.0000002690,0.0049978301,holgura,0.8000000000
0.0045000000,0.0000009908,-0.0224506173,holgura,0.8000000000
0.0050000000,-0.0000033582,0.0046951980,holgura,0.8000000000
0.0055000000,-0.0000033059,-0.0077937966,holgura,0.8000000000
0.0060000000,-0.0000014349,-0.0010127131,holgura,0.8000000000
0.0065000000,0.0000026634,0.0057792663,holgura,0.8000000000
0.0070000000,0.0000036597,0.0003051715,holgura,0.8000000000
0.0075000000,-0.0000018536,0.0082689608,holgura,0.8000000000
0.0080000000,0.0000001012,0.0058024691,holgura,0.8000000000
0.0085000000,0.0000056313,0.0067635113,holgura,0.8000000000
0.0090000000,0.0000003580,0.0003243446,holgura,0.8000000000
0.0095000000,0.0000010069,0.0040071182,holgura,0.8000000000
0.0100000000,-0.0000001730,0.0068658116,holgura,0.8000000000
0.0105000000,-0.0000011572,0.0002111859,holgura,0.8000000000
0.0110000000,-0.0000002316,-0.0093798303,holgura,0.8000000000
0.0115000000,0.0000009217,-0.0077923652,holgura,0.8000000000
0.0120000000,0.0000009749,-0.0032131783,holgura,0.8000000000
0.0125000000,-0.0000009271,-0.0125604078,holgura,0.8000000000
0.0130000000,-0.0000018677,-0.0081582847,holgura,0.8000000000
0.0135000000,-0.0000055415,-0.0085038205,holgura,0.8000000000
0.0140000000,0.0000009256,0.0031748397,holgura,0.8000000000
0.0145000000,-0.0000006396,-0.0099961720,holgura,0.8000000000
0.0150000000,0.0000006288,0.0192267293,holgura,0.8000000000
0.0155000000,-0.0000015586,0.0242828498,holgura,0.8000000000
0.0160000000,-0.0000024825,0.0093966324,holgura,0.8000000000
0.0165000000,0.0000005344,-0.0161617412,holgura,0.8000000000
0.0170000000,0.0000003698,0.0031483296,holgura,0.8000000000
0.0175000000,-0.0000005147,-0.0076120138,holgura,0.8000000000
0.0180000000,-0.0000031260,-0.0051535866,holgura,0.8000000000
0.0185000000,-0.0000014029,-0.0171927184,holgura,0.8000000000
0.0190000000,0.0000022455,0.0021838724,holgura,0.8000000000
0.0195000000,-0.0000012830,0.0037236667,holgura,0.8000000000
0.0200000000,-0.0000022405,-0.0149303184,holgura,0.8000000000
0.0205000000,0.0000016440,0.0000990801,holgura,0.8000000000
0.0210000000,0.0000001246,0.0110092495,holgura,0.8000000000
0.0215000000,-0.0000023313,-0.0027882454,holgura,0.8000000000
0.0220000000,0.0000017260,-0.0077854413,holgura,0.8000000000
0.0225000000,-0.0000022683,-0.0002517299,holgura,0.8000000000
0.0230000000,-0.0000010576,-0.0097630715,holgura,0.8000000000
0.0235000000,-0.0000022367,-0.0047242910,holgura,0.8000000000
0.0240000000,-0.0000014923,0.0068287390,holgura,0.8000000000
0.0245000000,-0.0000008740,-0.0043705422,holgura,0.8000000000
0.0250000000,-0.0000016986,0.0027016222,holgura,0.8000000000
0.0255000000,0.0000001255,-0.0075160132,holgura,0.8000000000
0.0260000000,0.0000016264,0.0013848656,holgura,0.8000000000
0.0265000000,-0.0000012827,0.0044414298,holgura,0.8000000000
0.0270000000,0.0000007779,0.0098323047,holgura,0.8000000000
0.0275000000,0.0000013743,-0.0073174779,holgura,0.8000000000
0.0280000000,-0.0000014345,-0.0049677732,holgura,0.8000000000
0.0285000000,-0.0000011046,0.0034210552,holgura,0.8000000000
0.0290000000,0.0000002443,0.0094555661,holgura,0.8000000000
0.0295000000,-0.0000038348,-0.0216847721,holgura,0.8000000000
0.0300000000,-0.0000005426,0.0062702050,holgura,0.8000000000
0.0305000000,-0.0000014802,-0.0050606480,holgura,0.8000000000
0.0310000000,0.0000010824,-0.0244780991,holgura,0.8000000000
0.0315000000,0.0000005220,0.0060122735,holgura,0.8000000000
0.0320000000,-0.0000018955,-0.0172896869,holgura,0.8000000000
0.0325000000,0.0000022201,-0.0027063947,holgura,0.8000000000
0.0330000000,0.0000031440,0.0109171282,holgura,0.8000000000
0.0335000000,0.0000029511,0.0021928902,holgura,0.8000000000
0.0340000000,-0.0000010410,-0.0010741674,holgura,0.8000000000
0.0345000000,0.0000002991,0.0172310832,holgura,0.8000000000
0.0350000000,-0.0000025738,0.0040641171,holgura,0.8000000000
0.0355000000,0.0000018171,0.0006142071,holgura,0.8000000000
0.0360000000,-0.0000002553,0.0012422310,holgura,0.8000000000
0.0365000000,0.0000004251,0.0101610914,holgura,0.8000000000
0.0370000000,-0.0000025627,0.0179779277,holgura,0.8000000000
0.0375000000,0.0000040109,0.0054719875,holgura,0.8000000000
0.0380000000,-0.0000027446,-0.0002709137,holgura,0.8000000000
0.0385000000,-0.0000046452,-0.0034768095,holgura,0.8000000000
0.0390000000,-0.0000017586,0.0218238433,holgura,0.8000000000
0.0395000000,0.0000021408,0.0087520903,holgura,0.8000000000
0.0400000000,-0.0000002277,-0.0091543689,holgura,0.8000000000
0.0405000000,-0.0000032603,-0.0056047169,holgura,0.8000000000
0.0410000000,-0.0000020518,-0.0227344274,holgura,0.8000000000
0.0415000000,-0.0000041048,-0.0127818504,holgura,0.8000000000
0.0420000000,-0.0000018965,0.0056144588,holgura,0.8000000000
0.0425000000,-0.0000032644,-0.0110825758,holgura,0.8000000000
0.0430000000,-0.0000014313,0.0009245816,holgura,0.8000000000
0.0435000000,-0.0000011828,0.0034811943,holgura,0.8000000000
0.0440000000,0.0000000514,0.0033986197,holgura,0.8000000000
0.0445000000,-0.0000023864,-0.0121292944,holgura,0.8000000000
0.0450000000,0.0000010427,0.0087807123,holgura,0.8000000000
0.0455000000,0.0000038616,-0.0052128045,holgura,0.8000000000
0.0460000000,-0.0000003742,-0.0142666405,holgura,0.8000000000
