t,x,F,falla,severidad
0.0000000000,0.0000005273,-0.0188274578,desgaste_rodamiento,0.8000000000
0.0005000000,-0.0000005016,0.2069360245,desgaste_rodamiento,0.8000000000
0.0010000000,0.0000004327,0.4239722903,desgaste_rodamiento,0.8000000000
0.0015000000,-0.0000002412,0.6149545177,desgaste_rodamiento,0.8000000000
0.0020000000,0.0000003068,0.7642618950,desgaste_rodamiento,0.8000000000
0.0025000000,0.0000016915,0.8500591568,desgaste_rodamiento,0.8000000000
0.0030000000,0.0000007318,0.9080761789,desgaste_rodamiento,0.8000000000
0.0035000000,0.0000021946,0.9044325236,desgaste_rodamiento,0.8000000000
0.0040000000,0.0000030031,0.8523336303,desgaste_rodamiento,0.8000000000
0.0045000000,0.0000043047,0.7932442270,desgaste_rodamiento,0.8000000000
0.0050000000,0.0000054423,0.7124224449,desgaste_rodamiento,0.8000000000
0.0055000000,0.0000081968,0.6060960226,desgaste_rodamiento,0.8000000000
0.0060000000,0.0000087353,0.5125803191,desgaste_rodamiento,0.8000000000
0.0065000000,0.0000118469,0.3898254492,desgaste_rodamiento,0.8000000000
0.0070000000,0.0000132851,0.3003829309,desgaste_rodamiento,0.8000000000
0.0075000000,0.0000172672,0.2012728660,desgaste_rodamiento,0.8000000000
0.0080000000,0.0000176483,0.1402257167,desgaste_rodamiento,0.8000000000
0.0085000000,0.0000201227,0.0711447399,desgaste_rodamiento,0.8000000000
0.0090000000,0.0000227178,0.0033917688,desgaste_rodamiento,0.8000000000
0.0095000000,0.0000249756,-0.0433312871,desgaste_rodamiento,0.8000000000
0.0100000000,0.0000270094,-0.1254115583,desgaste_rodamiento,0.8000000000
0.0105000000,0.0000288294,-0.1715370827,desgaste_rodamiento,0.8000000000
0.0110000000,0.0000326003,-0.2466474606,desgaste_rodamiento,0.8000000000
0.0115000000,0.0000331287,-0.3514956447,desgaste_rodamiento,0.8000000000
0.0120000000,0.0000348299,-0.4598935921,desgaste_rodamiento,0.8000000000
0.0125000000,0.0000381357,-0.5767254202,desgaste_rodamiento,0.8000000000
0.0130000000,0.0000392951,-0.6691384177,desgaste_rodamiento,0.8000000000
0.0135000000,0.0000401826,-0.7731291938,desgaste_rodamiento,0.8000000000
0.0140000000,0.0000427633,-0.8565515492,desgaste_rodamiento,0.8000000000
0.0145000000,0.0000427937,-0.8935280637,desgaste_rodamiento,0.8000000000
0.0150000000,0.0000449402,-0.9202446787,desgaste_rodamiento,0.8000000000
0.0155000000,0.0000456403,-0.8772589155,desgaste_rodamiento,0.8000000000
0.0160000000,0.0000470124,-0.7931606609,desgaste_rodamiento,0.8000000000
0.0165000000,0.0000473264,-0.6707892050,desgaste_rodamiento,0.8000000000
0.0170000000,0.0000474124,-0.4955018295,desgaste_rodamiento,0.8000000000
0.0175000000,0.0000478457,-0.3013230722,desgaste_rodamiento,0.8000000000
0.0180000000,0.0000477052,-0.0804631612,desgaste_rodamiento,0.8000000000
0.0185000000,0.0000462703,0.1417575862,desgaste_rodamiento,0.8000000000
0.0190000000,0.0000472582,0.3388808544,desgaste_rodamiento,0.8000000000
0.0195000000,0.0000464046,0.5493348569,desgaste_rodamiento,0.8000000000
0.0200000000,0.0000470144,0.6801616521,desgaste_rodamiento,0.8000000000
0.0205000000,0.0000468865,0.8091804647,desgaste_rodamiento,0.8000000000
0.0210000000,0.0000475387,0.8678420534,desgaste_rodamiento,0.8000000000
0.0215000000,0.0000474355,0.9035620942,desgaste_rodamiento,0.8000000000
0.0220000000,0.0000478180,0.9099644880,desgaste_rodamiento,0.8000000000
0.0225000000,0.0000490020,0.8447683802,desgaste_rodamiento,0.8000000000
0.0230000000,0.0000502506,0.7373966123,desgaste_rodamiento,0.8000000000
0.0235000000,0.0000529066,0.6593322315,desgaste_rodamiento,0.8000000000
0.0240000000,0.0000545899,0.5465554168,desgaste_rodamiento,0.8000000000
0.0245000000,0.0000552617,0.4052665738,desgaste_rodamiento,0.8000000000
0.0250000000,0.0000583408,0.3129795373,desgaste_rodamiento,0.8000000000
0.0255000000,0.0000594989,0.2289285774,desgaste_rodamiento,0.8000000000
0.0260000000,0.0000622351,0.1466309854,desgaste_rodamiento,0.8000000000
0.0265000000,0.0000641970,0.0970663110,desgaste_rodamiento,0.8000000000
0.0270000000,0.0000655284,0.0179091806,desgaste_rodamiento,0.8000000000
0.0275000000,0.0000686307,-0.0225535184,desgaste_rodamiento,0.8000000000
0.0280000000,0.0000700279,-0.0713408814,desgaste_rodamiento,0.8000000000
0.0285000000,0.0000725548,-0.1491598010,desgaste_rodamiento,0.8000000000
0.0290000000,0.0000749801,-0.2496777098,desgaste_rodamiento,0.8000000000
0.0295000000,0.0000771920,-0.3053224967,desgaste_rodamiento,0.8000000000
0.0300000000,0.0000796087,-0.4145879568,desgaste_rodamiento,0.8000000000
0.0305000000,0.0000799433,-0.5475942805,desgaste_rodamiento,0.8000000000
0.0310000000,0.0000824870,-0.6597145176,desgaste_rodamiento,0.8000000000
0.0315000000,0.0000832029,-0.7507249286,desgaste_rodamiento,0.8000000000
0.0320000000,0.0000860418,-0.8229390583,desgaste_rodamiento,0.8000000000
0.0325000000,0.0000856505,-0.8887332850,desgaste_rodamiento,0.8000000000
0.0330000000,0.0000877243,-0.9108732074,desgaste_rodamiento,0.8000000000
0.0335000000,0.0000880220,-0.9061742623,desgaste_rodamiento,0.8000000000
0.0340000000,0.0000884670,-0.8257085697,desgaste_rodamiento,0.8000000000
0.0345000000,0.0000888540,-0.7350556152,desgaste_rodamiento,0.8000000000
0.0350000000,0.0000883515,-0.5560453889,desgaste_rodamiento,0.8000000000
0.0355000000,0.0000886329,-0.3770347885,desgaste_rodamiento,0.8000000000
0.0360000000,0.0000880428,-0.1552798907,desgaste_rodamiento,0.8000000000
0.0365000000,0.0000870270,0.0523167063,desgaste_rodamiento,0.8000000000
0.0370000000,0.0000870871,0.2695126666,desgaste_rodamiento,0.8000000000
0.0375000000,0.0000877558,0.4815603413,desgaste_rodamiento,0.8000000000
0.0380000000,0.0000871428,0.6551146348,desgaste_rodamiento,0.8000000000
0.0385000000,0.0000874255,0.7893522343,desgaste_rodamiento,0.8000000000
0.0390000000,0.0000853816,0.8826365432,desgaste_rodamiento,0.8000000000
0.0395000000,0.0000870316,0.9321412845,desgaste_rodamiento,0.8000000000
0.0400000000,0.0000871882,0.8988497822,desgaste_rodamiento,0.8000000000
0.0405000000,0.0000877455,0.8773126755,desgaste_rodamiento,0.8000000000
0.0410000000,0.0000905787,0.7854372304,desgaste_rodamiento,0.8000000000
0.0415000000,0.0000905614,0.6807817096,desgaste_rodamiento,0.8000000000
0.0420000000,0.0000925719,0.5932997418,desgaste_rodamiento,0.8000000000
0.0425000000,0.0000929688,0.4615824509,desgaste_rodamiento,0.8000000000
0.0430000000,0.0000946406,0.3707550158,desgaste_rodamiento,0.8000000000
0.0435000000,0.0000971198,0.2856503009,desgaste_rodamiento,0.8000000000
0.0440000000,0.0000992635,0.1843828667,desgaste_rodamiento,0.8000000000
0.0445000000,0.0001003820,0.1040235674,desgaste_rodamiento,0.8000000000
0.0450000000,0.0001040428,0.0504721038,desgaste_rodamiento,0.8000000000
0.0455000000,0.0001044530,-0.0053307997,desgaste_rodamiento,0.8000000000
0.0460000000,0.0001047522,-0.0460503388,desgaste_rodamiento,0.8000000000
0.0465000000,0.0001093420,-0.1265379766,desgaste_rodamiento,0.8000000000
0.0470000000,0.0001094485,-0.1861143783,desgaste_rodamiento,0.8000000000
