t,x,F,falla,severidad
0.0000000000,0.0000121490,-0.0001149849,saludable,0.2000000000
0.0005000000,-0.0000263861,0.0015049616,saludable,0.2000000000
0.0010000000,0.0000288642,0.0054714725,saludable,0.2000000000
0.0015000000,0.0000436054,-0.0094242429,saludable,0.2000000000
0.0020000000,-0.0000133839,0.0019065674,saludable,0.2000000000
0.0025000000,-0.0000379333,0.0242540845,saludable,0.2000000000
0.0030000000,0.0000072218,0.0196466108,saludable,0.2000000000
0.0035000000,0.0000611763,0.0134647826,saludable,0.2000000000
0.0040000000,-0.0000099431,0.0243882290,saludable,0.2000000000
0.0045000000,-0.0000338386,0.0240630103,saludable,0.2000000000
0.0050000000,-0.0000377106,0.0127932261,saludable,0.2000000000
0.0055000000,0.0000073631,0.0244814577,saludable,0.2000000000
0.0060000000,-0.0000391720,0.0176902895,saludable,0.2000000000
0.0065000000,0.0001013150,0.0109802555,saludable,0.2000000000
0.0070000000,-0.0000923544,0.0445740838,saludable,0.2000000000
0.0075000000,-0.0001488510,0.0188208076,saludable,0.2000000000
0.0080000000,-0.0000323282,0.0314862799,saludable,0.2000000000
0.0085000000,0.0000186889,0.0353747193,saludable,0.2000000000
0.0090000000,0.0000706150,0.0251591934,saludable,0.2000000000
0.0095000000,0.0000622728,0.0361757610,saludable,0.2000000000
0.0100000000,0.0000412728,0.0639263722,saludable,0.2000000000
0.0105000000,-0.0000550164,0.0610381682,saludable,0.2000000000
0.0110000000,0.0000768503,0.0736598231,saludable,0.2000000000
0.0115000000,0.0000525543,0.0513139627,saludable,0.2000000000
0.0120000000,0.0000058521,0.0693658811,saludable,0.2000000000
0.0125000000,-0.0000124862,0.0645874482,saludable,0.2000000000
0.0130000000,0.0000252111,0.0689332067,saludable,0.2000000000
0.0135000000,0.0000116571,0.0582942164,saludable,0.2000000000
0.0140000000,0.0000423111,0.0653270985,saludable,0.2000000000
0.0145000000,0.0001208976,0.0694519910,saludable,0.2000000000
0.0150000000,0.0000258926,0.0789177736,saludable,0.2000000000
0.0155000000,0.0000154851,0.0886373788,saludable,0.2000000000
0.0160000000,-0.0000000470,0.0744408090,saludable,0.2000000000
0.0165000000,-0.0000342788,0.0908631328,saludable,0.2000000000
0.0170000000,-0.0000359301,0.0837815498,saludable,0.2000000000
0.0175000000,0.0000052891,0.0797333641,saludable,0.2000000000
0.0180000000,-0.0000255538,0.0651205181,saludable,0.2000000000
0.0185000000,0.0000078165,0.0721066527,saludable,0.2000000000
0.0190000000,-0.0000254912,0.0894217363,saludable,0.2000000000
0.0195000000,0.0000575724,0.1037292475,saludable,0.2000000000
0.0200000000,0.0000411718,0.0884894698,saludable,0.2000000000
0.0205000000,0.0001679624,0.1022974206,saludable,0.2000000000
0.0210000000,-0.0000120971,0.0975820523,saludable,0.2000000000
0.0215000000,0.0000077115,0.1068001409,saludable,0.2000000000
0.0220000000,0.0000301991,0.1084211060,saludable,0.2000000000
0.0225000000,-0.0000184724,0.1111725192,saludable,0.2000000000
0.0230000000,-0.0000701530,0.1023696391,saludable,0.2000000000
0.0235000000,0.0000365345,0.1053174791,saludable,0.2000000000
0.0240000000,-0.0000071924,0.1094586060,saludable,0.2000000000
0.0245000000,0.0000726902,0.1138511371,saludable,0.2000000000
0.0250000000,0.0000394687,0.1280034853,saludable,0.2000000000
0.0255000000,-0.0000571491,0.1182639319,saludable,0.2000000000
