t,x,F,falla,severidad
0.0000000000,-0.0000067851,-0.0048203140,holgura,0.8000000000
0.0005000000,-0.0000065371,0.0009080501,holgura,0.8000000000
0.0010000000,0.0000031144,0.0043034682,holgura,0.8000000000
0.0015000000,-0.0000003358,-0.0106058053,holgura,0.8000000000
0.0020000000,0.0000051418,-0.0102158023,holgura,0.8000000000
0.0025000000,0.0000041349,0.0006880515,holgura,0.8000000000
0.0030000000,0.0000012855,0.0042324599,holgura,0.8000000000
0.0035000000,-0.0000047036,0.0186301839,holgura,0.8000000000
0.0040000000,-0.0000030072,0.0116412005,holgura,0.8000000000
0.0045000000,-0.0000033147,0.0076228643,holgura,0.8000000000
0.0050000000,-0.0000003700,0.0069819494,holgura,0.8000000000
0.0055000000,0.0000036403,0.0051835242,holgura,0.8000000000
0.0060000000,-0.0000051598,-0.0138350799,holgura,0.8000000000
0.0065000000,0.0000016510,0.0091996671,holgura,0.8000000000
0.0070000000,-0.0000029369,0.0063571421,holgura,0.8000000000
0.0075000000,-0.0000024308,0.0099041050,holgura,0.8000000000
0.0080000000,-0.0000023125,-0.0028574602,holgura,0.8000000000
0.0085000000,0.0000000040,0.0103220759,holgura,0.8000000000
0.0090000000,-0.0000052371,-0.0175427119,holgura,0.8000000000
0.0095000000,0.0000023215,-0.0130572133,holgura,0.8000000000
0.0100000000,-0.0000009005,-0.0093779370,holgura,0.8000000000
0.0105000000,0.0000050326,-0.0053648342,holgura,0.8000000000
0.0110000000,0.0000051886,0.0096105202,holgura,0.8000000000
0.0115000000,-0.0000006924,0.0168627701,holgura,0.8000000000
0.0120000000,-0.0000074113,-0.0086146443,holgura,0.8000000000
0.0125000000,-0.0000026452,-0.0158731733,holgura,0.8000000000
0.0130000000,0.0000004948,0.0037311798,holgura,0.8000000000
0.0135000000,-0.0000014479,0.0057120889,holgura,0.8000000000
0.0140000000,-0.0000052173,-0.0091274657,holgura,0.8000000000
0.0145000000,-0.0000025114,0.0043288216,holgura,0.8000000000
0.0150000000,0.0000008745,0.0225282438,holgura,0.8000000000
0.0155000000,0.0000044305,0.0006973168,holgura,0.8000000000
0.0160000000,-0.0000003453,0.0086625928,holgura,0.8000000000
0.0165000000,-0.0000015945,0.0291038108,holgura,0.8000000000
0.0170000000,-0.0000017455,-0.0128737454,holgura,0.8000000000
0.0175000000,-0.0000043742,-0.0044927136,holgura,0.8000000000
0.0180000000,-0.0000039061,0.0266298493,holgura,0.8000000000
0.0185000000,-0.0000053416,-0.0062382819,holgura,0.8000000000
0.0190000000,0.0000004115,0.0115050892,holgura,0.8000000000
0.0195000000,-0.0000042343,0.0012885140,holgura,0.8000000000
0.0200000000,0.0000033889,0.0023636146,holgura,0.8000000000
0.0205000000,0.0000001323,-0.0005517334,holgura,0.8000000000
0.0210000000,0.0000018149,0.0005401192,holgura,0.8000000000
0.0215000000,-0.0000011710,0.0105842383,holgura,0.8000000000
0.0220000000,0.0000002101,-0.0190336885,holgura,0.8000000000
0.0225000000,0.0000002604,-0.0034189563,holgura,0.8000000000
0.0230000000,0.0000019147,0.0013718881,holgura,0.8000000000
0.0235000000,0.0000033429,-0.0111731361,holgura,0.8000000000
0.0240000000,-0.0000035440,0.0228413555,holgura,0.8000000000
0.0245000000,-0.0000028011,-0.0124989748,holgura,0.8000000000
0.0250000000,-0.0000032014,-0.0110593132,holgura,0.8000000000
0.0255000000,0.0000061241,-0.0002485446,holgura,0.8000000000
0.0260000000,-0.0000009360,-0.0106056095,holgura,0.8000000000
0.0265000000,-0.0000004232,-0.0064755499,holgura,0.8000000000
0.0270000000,0.0000060713,-0.0072726854,holgura,0.8000000000
0.0275000000,0.0000040423,-0.0003407879,holgura,0.8000000000
0.0280000000,0.0000004090,-0.0011608201,holgura,0.8000000000
0.0285000000,0.0000038159,-0.0074611493,holgura,0.8000000000
0.0290000000,0.0000048925,0.0017766691,holgura,0.8000000000
0.0295000000,0.0000014759,0.0090688169,holgura,0.8000000000
0.0300000000,-0.0000040611,0.0019885628,holgura,0.8000000000
0.0305000000,-0.0000037237,0.0081814082,holgura,0.8000000000
0.0310000000,-0.0000008714,-0.0026759565,holgura,0.8000000000
0.0315000000,0.0000010198,-0.0075272095,holgura,0.8000000000
0.0320000000,-0.0000007597,0.0087324860,holgura,0.8000000000
0.0325000000,0.0000014574,0.0002445723,holgura,0.8000000000
0.0330000000,0.0000041459,-0.0084704143,holgura,0.8000000000
0.0335000000,-0.0000019710,0.0082013585,holgura,0.8000000000
0.0340000000,0.0000022948,0.0215430843,holgura,0.8000000000
0.0345000000,0.0000003447,-0.0179450135,holgura,0.8000000000
0.0350000000,-0.0000005967,0.0010298402,holgura,0.8000000000
0.0355000000,0.0000002354,0.0045152770,holgura,0.8000000000
0.0360000000,0.0000029838,-0.0102679958,holgura,0.8000000000
0.0365000000,0.0000070471,-0.0132499812,holgura,0.8000000000
0.0370000000,-0.0000011195,-0.0007313865,holgura,0.8000000000
0.0375000000,-0.0000008031,-0.0097949926,holgura,0.8000000000
0.0380000000,0.0000024798,0.0029819579,holgura,0.8000000000
0.0385000000,0.0000003568,-0.0007757127,holgura,0.8000000000
0.0390000000,-0.0000002253,0.0209740248,holgura,0.8000000000
0.0395000000,0.0000022579,0.0006698027,holgura,0.8000000000
0.0400000000,-0.0000016703,-0.0000215333,holgura,0.8000000000
0.0405000000,0.0000050862,0.0063376462,holgura,0.8000000000
0.0410000000,0.0000052766,-0.0069016000,holgura,0.8000000000
0.0415000000,0.0000067676,0.0044241109,holgura,0.8000000000
0.0420000000,0.0000006061,0.0116276889,holgura,0.8000000000
0.0425000000,0.0000020240,-0.0082349269,holgura,0.8000000000
0.0430000000,-0.0000003320,0.0061620703,holgura,0.8000000000
0.0435000000,0.0000042585,0.0096034772,holgura,0.8000000000
0.0440000000,0.0000056337,0.0048502610,holgura,0.8000000000
0.0445000000,0.0000054418,-0.0198821516,holgura,0.8000000000
0.0450000000,0.0000001388,-0.0060188451,holgura,0.8000000000
0.0455000000,0.0000010795,0.0017946327,holgura,0.8000000000
0.0460000000,-0.0000031754,0.0004029164,holgura,0.8000000000
0.0465000000,0.0000034438,0.0136351042,holgura,0.8000000000
0.0470000000,-0.0000010904,-0.0162527971,holgura,0.8000000000
0.0475000000,0.0000041809,-0.0016828608,holgura,0.8000000000
0.0480000000,0.0000013083,0.0054853287,holgura,0.8000000000
0.0485000000,0.0000021848,-0.0156032862,holgura,0.8000000000
0.0490000000,0.0000016647,0.0023263296,holgura,0.8000000000
0.0495000000,0.0000008107,-0.0153319782,holgura,0.8000000000
0.0500000000,-0.0000002159,-0.0000225747,holgura,0.8000000000
0.0505000000,0.0000058366,0.0041024499,holgura,0.8000000000
0.0510000000,-0.0000012839,0.0120368423,holgura,0.8000000000
0.0515000000,0.0000052199,0.0163192064,holgura,0.8000000000
0.0520000000,0.0000107233,0.0115972134,holgura,0.8000000000
0.0525000000,0.0000017736,0.0018669072,holgura,0.8000000000
0.0530000000,0.0000028691,0.0077557833,holgura,0.8000000000
0.0535000000,0.0000021628,-0.0016216500,holgura,0.8000000000
0.0540000000,-0.0000018764,0.0087965034,holgura,0.8000000000
0.0545000000,0.0000032156,-0.0200467509,holgura,0.8000000000
0.0550000000,-0.0000033866,-0.0131171285,holgura,0.8000000000
0.0555000000,0.0000068697,0.0026013955,holgura,0.8000000000
0.0560000000,-0.0000015494,0.0077222643,holgura,0.8000000000
0.0565000000,0.0000027983,-0.0085102462,holgura,0.8000000000
0.0570000000,0.0000039341,0.0099103581,holgura,0.8000000000
0.0575000000,-0.0000013832,-0.0032454079,holgura,0.8000000000
0.0580000000,0.0000024680,-0.0109380397,holgura,0.8000000000
0.0585000000,-0.0000002260,-0.0001738504,holgura,0.8000000000
0.0590000000,0.0000076291,-0.0002410146,holgura,0.8000000000
0.0595000000,0.0000037052,-0.0056615409,holgura,0.8000000000
0.0600000000,-0.0000001785,-0.0016664203,holgura,0.8000000000
0.0605000000,0.0000044149,0.0057564192,holgura,0.8000000000
0.0610000000,-0.0000006492,-0.0078589712,holgura,0.8000000000
0.0615000000,-0.0000018206,0.0011201642,holgura,0.8000000000
0.0620000000,0.0000030189,-0.0099846578,holgura,0.8000000000
0.0625000000,0.0000020759,0.0042233712,holgura,0.8000000000
0.0630000000,0.0000030103,0.0044665973,holgura,0.8000000000
0.0635000000,0.0000052194,-0.0145719418,holgura,0.8000000000
0.0640000000,-0.0000067033,0.0054921618,holgura,0.8000000000
0.0645000000,-0.0000003462,0.0035492916,holgura,0.8000000000
0.0650000000,0.0000006371,-0.0106019274,holgura,0.8000000000
0.0655000000,-0.0000023378,0.0052180679,holgura,0.8000000000
0.0660000000,-0.0000031092,0.0019599333,holgura,0.8000000000
0.0665000000,0.0000047850,0.0042326687,holgura,0.8000000000
0.0670000000,-0.0000003089,0.0071826526,holgura,0.8000000000
0.0675000000,0.0000009521,0.0034920408,holgura,0.8000000000
0.0680000000,0.0000014395,0.0068658696,holgura,0.8000000000
0.0685000000,0.0000000602,0.0042651253,holgura,0.8000000000
0.0690000000,0.0000006048,-0.0032769603,holgura,0.8000000000
0.0695000000,0.0000024248,-0.0004675902,holgura,0.8000000000
0.0700000000,0.0000029339,0.0107210627,holgura,0.8000000000
0.0705000000,0.0000021756,0.0114756967,holgura,0.8000000000
0.0710000000,0.0000049312,-0.0038146036,holgura,0.8000000000
0.0715000000,0.0000030861,0.0104126098,holgura,0.8000000000
0.0720000000,0.0000026526,-0.0089818578,holgura,0.8000000000
0.0725000000,0.0000030873,0.0104008738,holgura,0.8000000000
0.0730000000,0.0000035357,-0.0020723077,holgura,0.8000000000
0.0735000000,-0.0000006589,0.0066050536,holgura,0.8000000000
0.0740000000,-0.0000007774,-0.0054374704,holgura,0.8000000000
0.0745000000,0.0000000222,-0.0077400165,holgura,0.8000000000
