t,x,F,falla,severidad
0.0000000000,-0.0000246205,-0.0108468536,desbalanceo,0.4000000000
0.0005000000,-0.0000029691,0.0136582199,desbalanceo,0.4000000000
0.0010000000,-0.0000212982,-0.0055356409,desbalanceo,0.4000000000
0.0015000000,0.0000017873,-0.0170695954,desbalanceo,0.4000000000
0.0020000000,-0.0000011088,0.0025400299,desbalanceo,0.4000000000
0.0025000000,-0.0000028378,-0.0066411709,desbalanceo,0.4000000000
0.0030000000,-0.0000317380,0.0039862381,desbalanceo,0.4000000000
0.0035000000,0.0000017901,0.0219670859,desbalanceo,0.4000000000
0.0040000000,-0.0000125746,-0.0048808446,desbalanceo,0.4000000000
0.0045000000,0.0000195248,0.0241683673,desbalanceo,0.4000000000
0.0050000000,0.0000037023,0.0209788714,desbalanceo,0.4000000000
0.0055000000,0.0000014645,0.0056919123,desbalanceo,0.4000000000
0.0060000000,-0.0000001179,-0.0121385602,desbalanceo,0.4000000000
0.0065000000,-0.0000015920,0.0268857722,desbalanceo,0.4000000000
0.0070000000,0.0000302563,0.0126977582,desbalanceo,0.4000000000
0.0075000000,-0.0000289512,0.0069999746,desbalanceo,0.4000000000
0.0080000000,-0.0000007208,0.0003701825,desbalanceo,0.4000000000
0.0085000000,-0.0000238477,0.0038703856,desbalanceo,0.4000000000
0.0090000000,0.0000050291,0.0052903342,desbalanceo,0.4000000000
0.0095000000,-0.0000583607,0.0063978022,desbalanceo,0.4000000000
0.0100000000,0.0000191257,0.0114405071,desbalanceo,0.4000000000
0.0105000000,0.0000192378,0.0353160524,desbalanceo,0.4000000000
0.0110000000,-0.0000011641,0.0218403639,desbalanceo,0.4000000000
0.0115000000,0.0000132373,0.0017598837,desbalanceo,0.4000000000
0.0120000000,-0.0000037721,0.0045732063,desbalanceo,0.4000000000
0.0125000000,-0.0000165418,0.0152493018,desbalanceo,0.4000000000
0.0130000000,-0.0000192073,0.0043166712,desbalanceo,0.4000000000
0.0135000000,-0.0000164519,0.0172128282,desbalanceo,0.4000000000
0.0140000000,0.0000058250,0.0151736001,desbalanceo,0.4000000000
0.0145000000,0.0000342719,0.0202668884,desbalanceo,0.4000000000
0.0150000000,-0.0000283581,0.0334640519,desbalanceo,0.4000000000
