t,x,F,falla,severidad
0.0000000000,-0.0000002534,0.0231207461,desgaste_rodamiento,0.6000000000
0.0005000000,0.0000006206,0.1655116823,desgaste_rodamiento,0.6000000000
0.0010000000,-0.0000004213,0.3197141218,desgaste_rodamiento,0.6000000000
0.0015000000,0.0000011989,0.4542028971,desgaste_rodamiento,0.6000000000
0.0020000000,-0.0000005082,0.5665478718,desgaste_rodamiento,0.6000000000
0.0025000000,0.0000007676,0.6500563716,desgaste_rodamiento,0.6000000000
0.0030000000,0.0000012938,0.6777066784,desgaste_rodamiento,0.6000000000
0.0035000000,0.0000032224,0.6915425539,desgaste_rodamiento,0.6000000000
0.0040000000,0.0000036044,0.6585306432,desgaste_rodamiento,0.6000000000
0.0045000000,0.0000021264,0.6037747221,desgaste_rodamiento,0.6000000000
0.0050000000,0.0000045513,0.5474686498,desgaste_rodamiento,0.6000000000
0.0055000000,0.0000056658,0.4337058137,desgaste_rodamiento,0.6000000000
0.0060000000,0.0000071340,0.3819983440,desgaste_rodamiento,0.6000000000
0.0065000000,0.0000082789,0.2970562403,desgaste_rodamiento,0.6000000000
0.0070000000,0.0000096487,0.2125629281,desgaste_rodamiento,0.6000000000
0.0075000000,0.0000116001,0.1617290540,desgaste_rodamiento,0.6000000000
0.0080000000,0.0000128027,0.1064692570,desgaste_rodamiento,0.6000000000
0.0085000000,0.0000154672,0.0619873703,desgaste_rodamiento,0.6000000000
0.0090000000,0.0000172207,-0.0003387093,desgaste_rodamiento,0.6000000000
0.0095000000,0.0000184426,-0.0303792033,desgaste_rodamiento,0.6000000000
0.0100000000,0.0000196737,-0.0882093100,desgaste_rodamiento,0.6000000000
0.0105000000,0.0000216239,-0.1311826357,desgaste_rodamiento,0.6000000000
0.0110000000,0.0000248595,-0.1975921718,desgaste_rodamiento,0.6000000000
0.0115000000,0.0000257034,-0.2606724599,desgaste_rodamiento,0.6000000000
0.0120000000,0.0000281698,-0.3484802461,desgaste_rodamiento,0.6000000000
0.0125000000,0.0000292557,-0.4298659557,desgaste_rodamiento,0.6000000000
0.0130000000,0.0000303596,-0.4981245853,desgaste_rodamiento,0.6000000000
0.0135000000,0.0000316889,-0.5769335123,desgaste_rodamiento,0.6000000000
0.0140000000,0.0000323469,-0.6338711138,desgaste_rodamiento,0.6000000000
0.0145000000,0.0000336350,-0.6705854672,desgaste_rodamiento,0.6000000000
0.0150000000,0.0000345442,-0.6789432055,desgaste_rodamiento,0.6000000000
0.0155000000,0.0000349143,-0.6693575278,desgaste_rodamiento,0.6000000000
0.0160000000,0.0000363331,-0.5960579401,desgaste_rodamiento,0.6000000000
0.0165000000,0.0000354555,-0.4938980557,desgaste_rodamiento,0.6000000000
0.0170000000,0.0000354591,-0.3635933204,desgaste_rodamiento,0.6000000000
0.0175000000,0.0000364438,-0.2042447890,desgaste_rodamiento,0.6000000000
0.0180000000,0.0000366651,-0.0514156634,desgaste_rodamiento,0.6000000000
0.0185000000,0.0000355750,0.0955706747,desgaste_rodamiento,0.6000000000
0.0190000000,0.0000363458,0.2630923303,desgaste_rodamiento,0.6000000000
0.0195000000,0.0000360965,0.4249650865,desgaste_rodamiento,0.6000000000
0.0200000000,0.0000349423,0.5195971234,desgaste_rodamiento,0.6000000000
0.0205000000,0.0000367517,0.6090677795,desgaste_rodamiento,0.6000000000
0.0210000000,0.0000362653,0.6683131337,desgaste_rodamiento,0.6000000000
0.0215000000,0.0000367893,0.6871171818,desgaste_rodamiento,0.6000000000
0.0220000000,0.0000374602,0.6933961022,desgaste_rodamiento,0.6000000000
0.0225000000,0.0000380800,0.6210935708,desgaste_rodamiento,0.6000000000
0.0230000000,0.0000396668,0.5535269587,desgaste_rodamiento,0.6000000000
0.0235000000,0.0000407533,0.4806733418,desgaste_rodamiento,0.6000000000
0.0240000000,0.0000421050,0.3993641716,desgaste_rodamiento,0.6000000000
0.0245000000,0.0000420823,0.3168318875,desgaste_rodamiento,0.6000000000
0.0250000000,0.0000446898,0.2413866646,desgaste_rodamiento,0.6000000000
0.0255000000,0.0000459660,0.1869662621,desgaste_rodamiento,0.6000000000
0.0260000000,0.0000484734,0.1131726677,desgaste_rodamiento,0.6000000000
0.0265000000,0.0000496665,0.0840538436,desgaste_rodamiento,0.6000000000
0.0270000000,0.0000505123,0.0321689590,desgaste_rodamiento,0.6000000000
0.0275000000,0.0000527758,-0.0308621523,desgaste_rodamiento,0.6000000000
0.0280000000,0.0000543589,-0.0769517862,desgaste_rodamiento,0.6000000000
0.0285000000,0.0000558563,-0.1051623468,desgaste_rodamiento,0.6000000000
0.0290000000,0.0000577887,-0.1703393896,desgaste_rodamiento,0.6000000000
0.0295000000,0.0000589641,-0.2376535934,desgaste_rodamiento,0.6000000000
0.0300000000,0.0000606594,-0.3154714373,desgaste_rodamiento,0.6000000000
0.0305000000,0.0000620583,-0.3984154588,desgaste_rodamiento,0.6000000000
0.0310000000,0.0000636853,-0.4976269772,desgaste_rodamiento,0.6000000000
0.0315000000,0.0000646499,-0.5558017350,desgaste_rodamiento,0.6000000000
0.0320000000,0.0000660532,-0.6259411388,desgaste_rodamiento,0.6000000000
0.0325000000,0.0000670622,-0.6825170732,desgaste_rodamiento,0.6000000000
0.0330000000,0.0000679920,-0.6908864836,desgaste_rodamiento,0.6000000000
0.0335000000,0.0000683239,-0.6761599874,desgaste_rodamiento,0.6000000000
0.0340000000,0.0000683931,-0.6242960810,desgaste_rodamiento,0.6000000000
0.0345000000,0.0000678940,-0.5482785724,desgaste_rodamiento,0.6000000000
0.0350000000,0.0000688459,-0.4199465905,desgaste_rodamiento,0.6000000000
0.0355000000,0.0000685439,-0.2749721741,desgaste_rodamiento,0.6000000000
0.0360000000,0.0000680155,-0.1184357866,desgaste_rodamiento,0.6000000000
0.0365000000,0.0000675574,0.0254088127,desgaste_rodamiento,0.6000000000
0.0370000000,0.0000672591,0.2223350919,desgaste_rodamiento,0.6000000000
0.0375000000,0.0000682989,0.3596740339,desgaste_rodamiento,0.6000000000
0.0380000000,0.0000677537,0.4611035391,desgaste_rodamiento,0.6000000000
0.0385000000,0.0000675021,0.5899990332,desgaste_rodamiento,0.6000000000
0.0390000000,0.0000684130,0.6883149921,desgaste_rodamiento,0.6000000000
0.0395000000,0.0000680311,0.6885191706,desgaste_rodamiento,0.6000000000
0.0400000000,0.0000686918,0.6788330668,desgaste_rodamiento,0.6000000000
0.0405000000,0.0000693601,0.6456457309,desgaste_rodamiento,0.6000000000
0.0410000000,0.0000692186,0.5898894229,desgaste_rodamiento,0.6000000000
0.0415000000,0.0000703122,0.5314964177,desgaste_rodamiento,0.6000000000
0.0420000000,0.0000723581,0.4338748042,desgaste_rodamiento,0.6000000000
0.0425000000,0.0000737740,0.3684090463,desgaste_rodamiento,0.6000000000
0.0430000000,0.0000747414,0.2751435133,desgaste_rodamiento,0.6000000000
0.0435000000,0.0000759915,0.1884030926,desgaste_rodamiento,0.6000000000
0.0440000000,0.0000767621,0.1438190220,desgaste_rodamiento,0.6000000000
0.0445000000,0.0000795846,0.0874311192,desgaste_rodamiento,0.6000000000
0.0450000000,0.0000805240,0.0483228751,desgaste_rodamiento,0.6000000000
